type	latitude	longitude	altitude (m)	name	desc
T	44.169330000	5.286490000	1770.5		
T	44.169420000	5.286350000	1772.8		
T	44.169510000	5.286230000	1773.8		
T	44.169600000	5.286100000	1774.7		
T	44.169720000	5.285960000	1775.2		
T	44.169840000	5.285850000	1777.5		
T	44.170040000	5.285670000	1782.5		
T	44.170460000	5.285320000	1787.2		
T	44.170600000	5.285180000	1789.0		
T	44.170670000	5.285090000	1790.0		
T	44.170730000	5.284990000	1790.6		
T	44.170890000	5.284740000	1793.8		
T	44.170990000	5.284630000	1794.7		
T	44.171130000	5.284490000	1795.3		
T	44.171240000	5.284410000	1795.2		
T	44.171360000	5.284360000	1795.7		
T	44.171490000	5.284310000	1796.5		
T	44.171630000	5.284280000	1798.2		
T	44.171870000	5.284250000	1801.0		
T	44.172330000	5.284180000	1805.6		
T	44.172810000	5.284090000	1812.3		
T	44.173230000	5.284020000	1816.3		
T	44.173430000	5.283970000	1819.2		
T	44.173760000	5.283880000	1822.5		
T	44.173850000	5.283850000	1823.0		
T	44.173940000	5.283820000	1823.4		
T	44.174010000	5.283790000	1823.6		
T	44.174050000	5.283770000	1823.8		
T	44.174100000	5.283740000	1824.1		
T	44.174140000	5.283710000	1824.5		
T	44.174180000	5.283670000	1824.8		
T	44.174200000	5.283630000	1825.0		
T	44.174230000	5.283570000	1825.5		
T	44.174250000	5.283490000	1826.8		
T	44.174250000	5.283430000	1828.0		
T	44.174260000	5.283380000	1829.0		
T	44.174260000	5.283260000	1831.0		
T	44.174240000	5.283100000	1833.4		
T	44.174210000	5.282880000	1836.2		
T	44.174170000	5.282690000	1838.3		
T	44.174130000	5.282500000	1839.7		
T	44.174110000	5.282390000	1841.0		
T	44.174090000	5.282280000	1842.4		
T	44.174070000	5.282160000	1844.1		
T	44.174010000	5.281870000	1847.6		
T	44.173920000	5.281470000	1851.5		
T	44.173870000	5.281230000	1853.8		
T	44.173830000	5.281010000	1855.7		
T	44.173800000	5.280870000	1856.6		
T	44.173770000	5.280770000	1857.2		
T	44.173750000	5.280690000	1857.8		
T	44.173720000	5.280610000	1858.1		
T	44.173650000	5.280480000	1858.1		
T	44.173580000	5.280340000	1858.4		
T	44.173470000	5.280150000	1860.4		
T	44.173260000	5.279750000	1866.1		
T	44.173180000	5.279570000	1867.3		
T	44.173090000	5.279380000	1867.2		
T	44.173020000	5.279220000	1867.1		
T	44.172990000	5.279100000	1868.0		
T	44.172970000	5.278960000	1869.7		
T	44.172960000	5.278870000	1870.7		
T	44.172950000	5.278730000	1871.7		
T	44.172960000	5.278570000	1873.5		
T	44.172970000	5.278330000	1875.3		
T	44.172990000	5.278230000	1876.4		
T	44.173010000	5.278180000	1877.4		
T	44.173020000	5.278140000	1878.0		
T	44.173030000	5.278100000	1878.6		
T	44.173040000	5.278050000	1879.2		
T	44.173060000	5.278000000	1880.1		
T	44.173080000	5.277940000	1881.4		
T	44.173140000	5.277790000	1884.9		
T	44.173170000	5.277700000	1885.8		
T	44.173230000	5.277570000	1887.6		
T	44.173270000	5.277460000	1887.9		
T	44.173300000	5.277370000	1887.9		
T	44.173320000	5.277270000	1887.1		
T	44.173330000	5.277190000	1885.8		
T	44.173350000	5.277140000	1884.7		
T	44.173360000	5.277100000	1883.6		
T	44.173370000	5.277070000	1882.9		
T	44.173390000	5.277050000	1882.6		
T	44.173400000	5.277030000	1882.2		
T	44.173420000	5.277020000	1882.3		
T	44.173440000	5.277020000	1882.8		
T	44.173460000	5.277020000	1883.2		
T	44.173480000	5.277020000	1883.6		
T	44.173490000	5.277040000	1884.5		
T	44.173510000	5.277060000	1885.6		
T	44.173520000	5.277080000	1886.4		
T	44.173520000	5.277100000	1887.1		
T	44.173520000	5.277160000	1889.0		
T	44.173520000	5.277220000	1891.0		
T	44.173480000	5.277290000	1891.4		
T	44.173460000	5.277410000	1893.1		
T	44.173440000	5.277500000	1894.3		
T	44.173410000	5.277650000	1896.9		
T	44.173360000	5.277870000	1900.0		
T	44.173340000	5.277980000	1901.1		
T	44.173320000	5.278070000	1900.7		
T	44.173310000	5.278160000	1898.7		
T	44.173300000	5.278240000	1896.9		
T	44.173300000	5.278320000	1895.9		
T	44.173310000	5.278400000	1894.6		
T	44.173310000	5.278520000	1891.4		
T	44.173330000	5.278630000	1889.4		
T	44.173360000	5.278730000	1888.5		
T	44.173380000	5.278810000	1887.5		
T	44.173410000	5.278880000	1887.0		
T	44.173430000	5.278930000	1886.6		
T	44.173470000	5.278990000	1886.7		
T	44.173520000	5.279050000	1887.0		
T	44.173590000	5.279120000	1887.5		
T	44.173650000	5.279200000	1887.1		
T	44.173730000	5.279270000	1887.1		
T	44.173880000	5.279390000	1887.0		
T	44.173960000	5.279440000	1887.1		
T	44.174010000	5.279480000	1887.0		
T	44.174140000	5.279530000	1887.8		
T	44.174190000	5.279550000	1888.1		
T	44.174240000	5.279570000	1888.5		
T	44.174280000	5.279570000	1889.1		
T	44.174340000	5.279580000	1889.9		
